image,tagged,emotion,matched_file,distance
track_216_sample_2_sec_698.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.010926002122355505
track_817_sample_1_sec_3686.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007142812901435702
track_825_sample_1_sec_3690.jpg,ming,sad,main_project/data/my_face_db/ming/track_825_sample_1_sec_3690.jpg,0.0
track_1070_sample_1_sec_4198.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.015702296061672727
track_441_sample_1_sec_1580.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.012276298261767016
track_595_sample_1_sec_2494.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.007729407845241787
track_632_sample_1_sec_2749.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.010108335947412561
track_876_sample_3_sec_3848.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.010643321133492756
track_972_sample_2_sec_3921.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007279512665656407
track_492_sample_3_sec_1938.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.010215574893225998
track_467_sample_1_sec_1744.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.01747977093830877
track_444_sample_1_sec_1600.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_3_sec_1163.jpg,0.015495190607827891
track_1042_sample_2_sec_4145.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.015423450249104187
track_20_sample_3_sec_124.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.010301137407216276
track_562_sample_2_sec_2197.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.01245168354288706
track_121_sample_2_sec_476.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.009378611206688259
track_476_sample_1_sec_1825.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_62_sample_1_sec_212.jpg,0.018002909587533367
track_757_sample_1_sec_3508.jpg,ming,angry,main_project/data/my_face_db/ming/track_825_sample_1_sec_3690.jpg,0.01772611820131509
track_27_sample_2_sec_132.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.020178490093079815
track_87_sample_1_sec_390.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.011344247084795755
track_878_sample_3_sec_3838.jpg,ming,angry,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.011543983749379927
track_1111_sample_3_sec_4309.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.011704842844539876
track_158_sample_2_sec_489.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_62_sample_1_sec_212.jpg,0.011272127487928829
track_585_sample_1_sec_2342.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_2_sample_3_sec_70.jpg,0.020769546040361075
track_382_sample_3_sec_1123.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.01968082896068246
track_923_sample_1_sec_3855.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.009140163707093807
track_281_sample_3_sec_948.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.007786423563403866
track_875_sample_1_sec_3829.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.029887018582272717
track_537_sample_1_sec_2083.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.010546506244733744
track_866_sample_1_sec_3808.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.014822402735969575
track_1059_sample_3_sec_4216.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_2_sample_3_sec_70.jpg,0.016587244725783434
track_642_sample_2_sec_2839.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_63_sample_1_sec_229.jpg,0.010590762496490713
track_328_sample_1_sec_1074.jpg,ming,sad,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.009891242577612647
track_1033_sample_1_sec_4133.jpg,ming,neutral,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.025407261738839115
track_578_sample_2_sec_2296.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_63_sample_1_sec_229.jpg,0.01099379957629354
track_484_sample_2_sec_1888.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.008011074637058857
track_138_sample_1_sec_476.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_62_sample_1_sec_212.jpg,0.01582373311876062
track_141_sample_1_sec_476.jpg,ming,sad,main_project/data/my_face_db/ming/track_62_sample_3_sec_244.jpg,0.009574751216563926
track_175_sample_1_sec_492.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.009751720911797435
track_484_sample_1_sec_1880.jpg,xiao,happy,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.008984768021203404
track_18_sample_3_sec_124.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.008398540293323098
track_801_sample_1_sec_3679.jpg,ming,fear,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.01042705449493897
track_1047_sample_1_sec_4150.jpg,ming,sad,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.01174789696955647
track_672_sample_1_sec_2940.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.010628464136965277
track_169_sample_2_sec_493.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.009118889873265035
track_730_sample_1_sec_3402.jpg,xiao,happy,main_project/data/my_face_db/xiao/track_62_sample_1_sec_212.jpg,0.013898608701452875
track_137_sample_1_sec_474.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.009592935354846621
track_1105_sample_2_sec_4309.jpg,xiao,sad,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.01144649726867586
track_459_sample_1_sec_1731.jpg,ming,fear,main_project/data/my_face_db/ming/track_383_sample_2_sec_1137.jpg,0.012157538399177104
track_153_sample_3_sec_490.jpg,ming,neutral,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.00702843347554627
track_490_sample_1_sec_1893.jpg,xiao,fear,main_project/data/my_face_db/xiao/track_4_sample_3_sec_62.jpg,0.015609660592166286
track_650_sample_2_sec_2905.jpg,ming,happy,main_project/data/my_face_db/ming/track_825_sample_1_sec_3690.jpg,0.015364279186179775
track_1123_sample_2_sec_4318.jpg,ming,happy,main_project/data/my_face_db/ming/track_843_sample_3_sec_3764.jpg,0.006926534041179044
